# Header: N IMF hubble Source
# 7 0.0 0.7 Salim 2007 UV
1.37 10.64 -9.10 0.07 0.08 1
1.78 10.63 -8.81 0.06 0.04 1
0.27 10.95 -10.61 0.07 0.09 1
0.48 10.92 -10.16 0.05 0.04 1
0.69 10.92 -9.96 0.08 0.09 1
0.90 10.91 -9.75 0.06 0.04 1
1.10 10.92 -9.53 0.05 0.06 1
1.36 10.91 -9.30 0.07 0.09 1
1.79 10.92 -8.96 0.04 0.03 1
2.21 10.93 -8.82 0.06 0.05 1
0.27 11.20 -10.80 0.06 0.17 1
0.48 11.23 -10.47 0.14 0.38 1
0.69 11.20 -10.04 0.10 0.13 1
0.90 11.20 -9.93 0.08 0.12 1
1.10 11.20 -9.61 0.05 0.07 1
1.35 11.20 -9.44 0.07 0.11 1
1.78 11.20 -8.99 0.04 0.06 1
2.22 11.22 -8.85 0.07 0.07 1
2.71 11.23 -8.69 0.07 0.07 1
# 45 0.24 0.7 Kajisawa 2010
0.75 8.50 -9.08 0.3 0.3 1
0.75 8.75 -9.13 0.3 0.3 1
0.75 9.00 -9.15 0.3 0.3 1
0.75 9.26 -9.19 0.3 0.3 1
0.75 9.50 -9.13 0.3 0.3 1
0.75 9.79 -9.25 0.3 0.3 1
0.75 10.05 -9.34 0.3 0.3 1
0.75 10.26 -9.42 0.3 0.3 1
0.75 10.48 -9.26 0.3 0.3 1
0.75 10.74 -9.52 0.3 0.3 1
0.75 11.00 -10.36 0.3 0.3 1
0.75 11.29 -10.37 0.3 0.3 1
0.75 11.56 -10.36 0.3 0.3 1
0.75 11.77 -10.34 0.3 0.3 1
1.25 9.25 -8.92 0.3 0.3 1
1.25 9.53 -8.93 0.3 0.3 1
1.25 9.79 -8.76 0.3 0.3 1
1.25 9.99 -8.52 0.3 0.3 1
1.25 10.27 -8.62 0.3 0.3 1
1.25 10.52 -8.58 0.3 0.3 1
1.25 10.77 -8.66 0.3 0.3 1
1.25 11.02 -8.93 0.3 0.3 1
1.25 11.26 -8.87 0.3 0.3 1
1.25 11.52 -8.98 0.3 0.3 1
1.25 11.74 -9.02 0.3 0.3 1
2.00 8.75 -8.89 0.3 0.3 1
2.00 9.03 -8.95 0.3 0.3 1
2.00 9.26 -9.01 0.3 0.3 1
2.00 9.52 -8.87 0.3 0.3 1
2.00 9.78 -8.89 0.3 0.3 1
2.00 10.02 -8.86 0.3 0.3 1
2.00 10.25 -8.75 0.3 0.3 1
2.00 10.51 -8.94 0.3 0.3 1
2.00 10.74 -9.45 0.3 0.3 1
2.00 10.99 -9.29 0.3 0.3 1
2.00 11.23 -9.75 0.3 0.3 1
