# Redshift for all correlation functions
0.08
# Header: N mmin mmax imf hubble Comment
4.77 16.820 1.987 1
7.55 10.066 1.942 1
11.97 5.762 0.959 1
18.97 3.637 1.183 1
30.07 2.613 0.369 1
47.66 0.486 0.448 1
# 14 9.5 10.0 10.0 0.0 1.0 Yang 2012
0.12 388.815 83.198 1
0.19 288.384 55.778 1
0.30 228.047 40.157 1
0.48 161.172 25.446 1
0.75 111.791 14.929 1
1.20 69.407 7.387 1
1.90 45.751 3.630 1
3.01 30.453 2.027 1
4.77 20.490 0.995 1
7.55 12.326 0.888 1
11.97 6.884 0.677 1
18.97 4.021 0.539 1
30.07 2.850 0.229 1
47.66 0.532 0.463 1
# 14 10.0 10.5 10.0 0.0 1.0 Yang 2012
0.12 393.234 30.913 1
0.19 287.154 25.668 1
0.30 223.528 14.039 1
0.48 164.613 7.819 1
0.75 113.182 3.683 1
1.20 73.073 1.938 1
1.90 49.318 0.960 1
3.01 34.459 0.776 1
4.77 24.065 0.617 1
7.55 15.995 0.983 1
11.97 9.983 0.895 1
18.97 5.171 0.673 1
30.07 3.470 0.229 1
47.66 1.306 0.922 1
# 14 10.5 11.0 10.0 0.0 1.0 Yang 2012
0.12 597.466 90.192 1
0.19 411.860 24.702 1
0.30 267.002 23.886 1
0.48 177.249 10.115 1
0.75 129.185 5.566 1
1.20 83.692 3.573 1
1.90 57.954 2.935 1
3.01 41.691 1.673 1
4.77 29.157 1.126 1
7.55 20.199 1.041 1
11.97 12.782 0.942 1
18.97 7.316 0.618 1
30.07 4.050 0.647 1
47.66 2.619 0.762 1
# 14 11.0 11.5 10.0 0.0 1.0 Yang 2012
0.12 2423.422 1684.429 1
0.19 1340.480 391.143 1
0.30 746.369 123.150 1
0.48 366.864 30.737 1
0.75 241.362 21.748 1
1.20 137.289 7.388 1
1.90 98.301 3.801 1
3.01 66.697 2.229 1
4.77 45.976 1.532 1
7.55 31.164 0.951 1
11.97 18.996 0.569 1
18.97 10.485 0.414 1
30.07 5.545 0.297 1
47.66 2.473 0.213 1
END
