# Header: N zmin zmax IMF Hubble Comment
# 13 0.2 0.4 0.0 0.7 Drory 2009 Cosmos
10.900 0.215 0.076 1
11.100 0.271 0.085 1
11.300 0.288 0.133 1
11.500 0.243 0.320 1
11.700 0.135 0.856 1
# 9 2.5 3.0 0.0 0.7 Ilbert 2013
10.100 0.001 0.177 1
10.300 0.006 0.131 1
10.500 0.029 0.129 1
10.700 0.096 0.127 1
10.900 0.189 0.105 1
11.100 0.193 0.151 1
11.300 0.071 0.276 1
11.500 0.004 0.617 1
11.700 0.000 1.397 1
# 19 0.2 0.3 0.0 0.7 Moustakas 2013
9.300 0.065 0.122 1
9.400 0.156 0.061 1
9.500 0.164 0.058 1
9.600 0.216 0.049 1
9.700 0.186 0.061 1
9.800 0.248 0.050 1
9.900 0.215 0.054 1
10.000 0.289 0.053 1
10.100 0.353 0.047 1
10.200 0.426 0.041 1
10.300 0.432 0.044 1
10.400 0.569 0.045 1
10.500 0.417 0.046 1
10.600 0.494 0.046 1
10.700 0.550 0.049 1
10.800 0.554 0.060 1
10.900 0.711 0.084 1
11.000 0.746 0.122 1
11.100 0.715 0.123 1
# 20 0.3 0.4 0.0 0.7 Moustakas 2013
9.600 0.173 0.052 1
9.700 0.172 0.049 1
9.800 0.226 0.045 1
9.900 0.229 0.045 1
10.000 0.285 0.044 1
10.100 0.314 0.046 1
10.200 0.347 0.033 1
10.300 0.364 0.033 1
10.400 0.405 0.032 1
10.500 0.449 0.031 1
10.600 0.507 0.032 1
10.700 0.531 0.035 1
10.800 0.595 0.041 1
10.900 0.528 0.049 1
11.000 0.605 0.055 1
11.100 0.755 0.079 1
11.200 0.725 0.109 1
11.300 0.799 0.149 1
11.400 0.729 0.221 1
11.500 0.420 1.030 1
# 18 0.4 0.5 0.0 0.7 Moustakas 2013
9.900 0.194 0.050 1
10.000 0.216 0.043 1
10.100 0.221 0.137 1
10.200 0.308 0.040 1
10.300 0.304 0.036 1
10.400 0.395 0.038 1
10.500 0.403 0.035 1
10.600 0.416 0.033 1
10.700 0.444 0.037 1
10.800 0.461 0.034 1
10.900 0.536 0.044 1
11.000 0.585 0.046 1
11.100 0.573 0.061 1
11.200 0.626 0.080 1
